Date,energy,materials,industrial,cons_discretionary,cons_staple,healthcare,financials,it,telecom,utilities,real_estate
8-Nov-04,280.53,174.68,278.62,265.42,231.91,333.12,394.18,315.99,126.31,137.59,113.05
9-Nov-04,277.45,176.27,279.67,265.56,231.54,332.8,393.6,315.79,126.43,137.51,112.99
10-Nov-04,280.1,176.03,279.78,265.46,231.89,332.21,394.31,312.35,125.94,137.31,113.32
11-Nov-04,280.02,177.44,283.24,267.95,233.68,333.76,398.06,316.72,127.31,138.79,114.37
12-Nov-04,285.55,179.4,285.4,270.27,234.85,334.73,400.47,321.47,129.18,140.57,117.21
15-Nov-04,279.61,178.37,284.19,270.98,235.09,336.02,401.39,323.34,128.26,139.68,117.82
16-Nov-04,279.07,177.28,282.83,268,233.53,333.6,397.77,320.77,127.78,139.56,116.7
17-Nov-04,282.72,178.65,284.59,268.74,234.61,333.93,398.74,325.4,128.15,138.43,113.63
18-Nov-04,284.5,179.02,286.42,269.5,234.69,332.82,397.68,326.66,128.18,138.56,114.01
19-Nov-04,287.57,177.97,282.85,266.04,232.03,329.05,392.29,320.75,126.91,138.1,112.62
22-Nov-04,291.22,179.73,283.56,268.03,233.28,329.64,395.21,322.42,126.43,140.21,113.21
23-Nov-04,292.65,178.88,283.05,269.65,232.64,328.6,396.14,320.91,125.97,140.85,114.38
24-Nov-04,294.91,180.49,283.53,271.04,232.72,329.37,397.54,323.5,125.92,141.31,116.15
26-Nov-04,296.5,182.38,283.09,271.2,232.82,331.09,397.23,322.32,126.4,141.69,115.67
29-Nov-04,294.63,182.02,282.18,269.44,230.5,331.2,395.72,323.05,126.33,140.11,114.87
30-Nov-04,294.61,180.96,282.56,266.66,228.41,331.87,395.01,320.5,126.07,138.34,114.86
1-Dec-04,289.62,182.94,287.4,270.94,231.7,337.7,402.6,328.23,128.72,137.18,117.4
2-Dec-04,282.55,180.58,286.75,271.13,233.62,340.82,402.02,327.67,130.14,135.68,116.47
3-Dec-04,284.46,180.39,286.69,270.15,233.31,339.14,401.65,330.88,129.49,136.67,118.9
6-Dec-04,284.24,179.72,285.68,269.72,231.47,337.53,401.88,333.24,129.05,137.8,119.93
7-Dec-04,279.51,176.16,282.43,267.7,230.6,334.15,398.04,327.62,127.73,136.44,118.14
8-Dec-04,281.35,176.72,284.04,269.32,231.57,339.39,399.35,327.87,127.19,135.86,118.63
9-Dec-04,283.45,178.04,285.5,271.44,234.3,342.17,401.22,327.09,128.22,136.03,119.91
10-Dec-04,281.94,177.88,286.95,270.89,234.22,341.12,401.52,325.48,128.28,136.35,121.11
13-Dec-04,286.18,180.44,290.57,272.09,235.32,342.95,404.79,328.76,130.2,138.54,120.62
14-Dec-04,286.64,180.31,290.81,273.51,237.2,345.68,405.85,330.01,130.36,138.91,119.95
15-Dec-04,287.99,181.99,290.65,274.49,236.93,346.76,407.68,330.17,128.44,139.83,120.41
16-Dec-04,285.29,180.78,289.02,273.85,236.51,351.92,405.49,328.26,128.84,139.73,118.94
17-Dec-04,284.63,180.14,288.47,272.3,234.24,344.92,403.36,324.71,129.15,139.79,120.1
20-Dec-04,289.05,181.08,289.26,272.36,234.46,340.92,403.48,324.19,129.42,140.98,120.1
21-Dec-04,291.76,183.31,290.94,274.02,236.14,343.92,408.1,328.11,130.13,142.1,121.46
22-Dec-04,288.34,183.46,291.2,275.74,236.92,346.48,411.13,329.08,130.23,142.47,121.99
23-Dec-04,290.79,183.86,291.23,275.28,236.2,347.49,410.96,329.36,129.93,142.23,120.53
27-Dec-04,285.5,183.35,289.27,275.43,236.12,347.25,409.09,327.69,129.64,141.13,120.57
28-Dec-04,287.08,184.43,291.4,278.73,237.86,350.99,411.38,329.19,130.02,141.95,120.87
29-Dec-04,288.82,184.32,290.4,278.95,237.43,351.67,410.76,329.36,129.82,142.17,121.5
30-Dec-04,287.83,183.46,290.27,279.56,237.53,351.75,410.97,329.55,129.59,142.43,121.98
31-Dec-04,288.63,183.18,289.57,278.9,236.99,350.48,411.09,329.55,129.1,141.6,121.4
3-Jan-05,279.54,181.21,287.51,277.46,236.59,346.81,409.53,326.83,128.68,139.93,119.77
4-Jan-05,277.77,177.11,283.51,274.01,235.21,344.25,405.58,320.39,126.85,138.8,118.42
5-Jan-05,276.71,175.71,281.91,272.85,235.02,343.15,404.73,318.85,126.97,137.42,114
6-Jan-05,281.27,176.69,283.26,271.71,236.3,345.62,406.78,318.07,126.56,137.7,114.83
7-Jan-05,279,177.15,282.06,271.24,237.46,345.72,404.77,318.82,126.39,137.31,115.03
10-Jan-05,280.66,177.85,282.39,272.39,239.01,348.34,405.4,319.5,125.23,138.29,114.86
11-Jan-05,280.49,175.98,280.98,270.65,237.93,346.35,403.29,316.02,124.27,137.7,113.51
12-Jan-05,285.25,177.04,281.59,272.32,238.71,348.45,402.28,317.87,124.17,138.17,113.13
13-Jan-05,286.34,176.42,278.53,270.14,237.11,342.79,398.71,314.64,122.27,138.92,113.55
14-Jan-05,288.84,178.17,280.46,272.62,238.6,344.68,400.2,316.34,122.03,139.93,114.63
18-Jan-05,291.68,178.9,281.94,274.84,241.14,347.03,406.24,319.2,123.75,141.12,115.92
19-Jan-05,290.2,177.58,279.4,272.3,240.63,344.92,402.24,312.75,122.11,140.65,116.01
20-Jan-05,287.59,176.55,277.52,267.43,239.95,343.64,399.34,310.07,120.83,140.16,115.39
21-Jan-05,287.36,175.74,275.18,266.17,237.98,340.69,396.96,307.49,120.75,139.53,115.5
24-Jan-05,290.31,173.55,274.45,263.93,237.41,337.92,397.37,303.93,120.87,140.76,114.54
25-Jan-05,291.68,174.17,277.23,264.61,238.07,340.48,397.97,305.96,119.63,139.71,111.98
26-Jan-05,294.35,174.78,277.72,265.93,237.72,342.31,399.22,308.78,120.36,141.87,112.11
27-Jan-05,296.35,175.43,278.35,265.3,239.04,341.85,397.47,309.76,118.97,142.52,110.79
28-Jan-05,293.39,175.57,278.66,264.3,239.43,338.96,396.53,308.91,119.34,142.75,111.19
31-Jan-05,296.47,177.46,281.71,267.24,239.57,339.13,401.56,312.26,119.29,144.31,110.82
1-Feb-05,302.7,178.85,282.54,266.88,239.79,342.51,406.3,313.32,120.45,145.45,111.7
2-Feb-05,306.69,180.51,282.65,268.1,241.59,343.92,405.46,313.58,121.13,145.93,112.73
3-Feb-05,308.94,179.4,281.91,267.57,241.63,342.96,403.79,310.38,121.6,146.17,112.56
4-Feb-05,311.19,181.67,283.76,269.95,243.74,345.94,408.69,316.27,123.3,147.91,115.11
7-Feb-05,309.62,181.67,283.83,270.32,242.92,346.56,408.34,315.92,122.15,147.41,115.05
8-Feb-05,311.6,181.37,285.12,269.64,242.62,347.06,406.89,316.68,122.22,147.89,115.35
9-Feb-05,310.94,178.96,282.31,266.89,240.53,342.8,405.87,312.35,120.64,147.21,116.53
10-Feb-05,318.05,181.32,283.23,267.76,241.04,343.9,407.33,312.47,119.76,147.35,117
11-Feb-05,319.34,182.87,285.35,269.58,241.74,347.25,410.18,315.58,120.51,147.25,117.55
14-Feb-05,320.95,183.23,285.01,269.02,242,347.3,409.73,316.47,120.47,148.62,117.33
15-Feb-05,321.45,184.18,286.13,271.17,242.65,347.36,410.71,318.04,121.12,148.08,117.84
16-Feb-05,330.22,186.28,286.2,270.71,242.8,346.45,408.11,316.66,120.71,148.83,117.56
17-Feb-05,326.53,185.86,284.03,269.21,241.3,346.05,404.25,312.25,119.08,148.38,117.41
18-Feb-05,333.71,187.72,283.72,268.48,241.13,351.56,399.95,311.66,118.89,146.51,116.77
22-Feb-05,330.17,185.03,279.22,263.41,237.08,346.65,393.85,308.61,118.18,142.85,113.9
23-Feb-05,335.28,187.58,279.85,264.88,238.13,348.79,397.05,307.75,119.22,143.84,114.15
24-Feb-05,342.59,190.05,282.64,265.43,239.55,351.55,398.11,310.97,119.82,145.18,114.25
25-Feb-05,351.74,192.63,284.85,266.67,240.56,354.55,401.69,312.98,120.69,147.84,116.91
28-Feb-05,350.68,190.91,282.96,265.87,239.79,348.95,398.5,312.18,120.06,146.73,115.86
1-Mar-05,343.48,191.08,284.18,268.42,241.81,352.05,401.96,315.27,121.61,147.41,116.7
2-Mar-05,347.71,190.58,285.06,268.38,241.29,352.03,400.34,314.21,121.67,147.31,115.98
3-Mar-05,352.13,190.61,285.77,268.18,242.39,351.9,399.47,312.22,121.38,147.57,116.64
4-Mar-05,356.04,196.02,290.13,270.08,243.64,354.57,404.32,313.38,121.78,150.09,119.08
7-Mar-05,353.27,194.38,291.19,271.02,242.94,355.77,405.29,317.38,121.8,151.08,119.79
8-Mar-05,352.9,193.96,291.03,269.05,241.7,353.29,404.41,314.69,120.22,150.14,118.84
9-Mar-05,342.19,194.07,288.07,266.12,239.89,351.31,399.31,313.85,119.91,147.31,114.88
10-Mar-05,336.98,192.02,289.17,266.78,240.43,352.38,401.34,315.44,120.21,148.57,116.4
11-Mar-05,339.21,192.65,287.51,265.76,238.32,348.67,397.13,310.69,119.62,147.29,114
14-Mar-05,341.73,192.72,289.38,266.93,239.07,350.13,400.11,312.02,120.07,149.96,116.13
15-Mar-05,336.77,191.82,287.78,267.12,237.8,346.05,397.02,309.18,118.5,149.2,115.68
16-Mar-05,337.5,188.15,284.49,265.14,236.66,343.32,393.67,305.99,117.1,147.83,113.71
17-Mar-05,343.27,189.96,284.56,265.2,237.84,343.85,392.04,305.72,117.11,148.73,115.28
18-Mar-05,348.13,190.38,285.7,264.29,237.31,344.06,390.68,303.94,116.93,148.34,114.93
21-Mar-05,345.2,188.87,285.55,262.99,235.77,342.08,386.92,304.28,116.69,148.11,114.14
22-Mar-05,340.24,188.19,283.86,260.81,234.55,341.59,379.53,300.96,115.27,145.38,111.69
23-Mar-05,334.5,186.42,282.77,259.72,235.89,345.97,379.92,302.82,116.49,144.28,112
24-Mar-05,332.65,186.29,283.25,259.76,235.47,346.24,378.41,302.76,116,145.98,112.34
28-Mar-05,332.68,185.33,283.7,261.38,236.28,345.72,380.89,303.01,116.26,146.23,111.73
29-Mar-05,328.08,181.25,279.91,258.96,235.55,344.58,379.29,301.28,115.72,144.3,112.06
30-Mar-05,332.9,183.78,284.45,262.38,238.57,349.49,383.35,306.05,117.29,146.37,113.77
31-Mar-05,337.88,185.5,283.67,262.46,237.36,346.92,382.47,304.93,117.99,147.89,113.22
1-Apr-05,345.25,184.87,281.1,259.98,234.97,344.13,376.96,302.58,117.37,148.45,113.47
4-Apr-05,343.12,183.85,280.51,260.79,236.35,345.86,379.33,303.39,118.92,148.72,112.81
5-Apr-05,338.85,184.34,281.95,262.52,237.93,352.17,380.04,303.85,119.85,149.79,112.33
6-Apr-05,344.74,185.31,282.27,261.35,237.37,352.87,382.78,303.3,119.18,149.53,113.12
7-Apr-05,343.35,187.08,284.43,262.52,238.87,356.17,383.78,307.08,119.75,150.43,114.39
8-Apr-05,337.79,184.51,282.03,260.2,237.68,353.4,381.06,304.85,119.05,149.28,113.53
11-Apr-05,339.79,183.87,282.43,259.14,238.02,353.35,381.55,303.33,118.78,150.85,113.91
12-Apr-05,336.36,183.86,284.39,261.12,238.96,355.43,386.21,304.62,119.51,152.35,115.3
13-Apr-05,328.54,178.9,280.03,257.37,238.28,357.07,380.86,299.56,118.45,151.3,115.35
14-Apr-05,327.04,173.95,275.55,253.84,237.8,356.18,376.51,295.67,117.71,149.72,114.5
15-Apr-05,314.46,169.6,271.65,248.42,235.59,357.74,372.39,286.38,114.97,147.03,114.06
18-Apr-05,319.99,172.15,272.22,249.16,234.39,354.88,375.49,286.64,115.3,147.82,114.19
19-Apr-05,327.28,174.53,273.32,249.36,234.93,354.95,376.63,289.89,115.45,149.66,114.42
20-Apr-05,320.56,171.27,270.25,245.61,231.73,350.46,371.47,287.05,114.53,148.28,113.95
21-Apr-05,331.04,174.35,276.79,251.38,235.61,355.4,374.27,296.37,116.36,150.05,114.97
22-Apr-05,332.49,172.64,274.58,247.68,233.35,354.44,372.47,292.43,116.15,150.66,115.42
25-Apr-05,336.42,174.29,277.31,249.84,235.29,354.83,377.22,294.91,116.68,151.73,116.98
26-Apr-05,331.42,170.99,273.96,247.9,233.68,352.55,375.4,291.71,115.91,150.04,116.64
27-Apr-05,324.08,169.72,274.83,248.4,234.77,355.69,380.16,292.89,118.02,151.1,117.63
28-Apr-05,315.68,168.06,271.23,244.96,233.62,353.21,375.95,289.54,117.4,150.06,116.31
29-Apr-05,319.92,172.44,275.02,245.42,234.84,358.57,381.8,292.87,118.15,152.21,119.15
2-May-05,325.51,173.56,276.19,246.69,236.73,359.85,382.82,293.3,116.72,152.85,119.12
3-May-05,318.12,174.53,274.38,247.53,237.83,360.59,383.16,294.32,116.78,152.08,119.14
4-May-05,321.8,177.19,277.11,252.66,239.4,363.63,390.26,297.88,117.21,152.32,120.25
5-May-05,324.81,176.33,275.67,251.44,238.85,363.58,388.31,297.17,116.27,151.43,120.93
6-May-05,323.99,176.65,276.62,251.04,238.43,362.52,386.06,298.6,116.12,151.15,119.73
9-May-05,327.79,176.6,278.52,252.75,239.53,364.61,389.32,299.67,116.46,152.31,122.29
10-May-05,322.75,173.9,275.44,249.85,237.96,362.4,383.96,296.34,115.78,151.26,122.16
11-May-05,324.17,173.89,277.63,249.93,238.83,363.34,386.07,298.23,115.91,151.42,122.8
12-May-05,310.15,168.99,274.3,248.47,237.58,362.59,382.03,298.11,115.42,150,121.3
13-May-05,304.89,165.78,272.77,248.24,235.74,360.29,378.54,302.87,114.71,147.56,119.51
16-May-05,302.96,166.39,276.37,251.12,238.18,364.15,384.95,305.2,116.03,148.22,120.91
17-May-05,307.59,168.8,278.52,253.28,239.18,364.56,387.65,306.94,116.61,150.06,121.9
18-May-05,306.92,172.77,282.62,258.13,241.51,364.78,391.86,310.92,117.71,150.31,122.88
19-May-05,312.65,172.14,282.57,260.38,242.56,365.13,392.41,313.16,118.52,150.85,124.45
20-May-05,309.6,170.8,282.58,259.6,242.45,364.13,392.29,313.92,118.29,150.88,125.32
23-May-05,314.28,172.34,284.41,260.95,242.78,365.47,392.2,314.93,118.47,150.41,124.81
24-May-05,316.43,171.91,283.8,260.75,242.19,365.49,391.53,316.31,118.17,150.54,123.39
25-May-05,320.1,169.98,281.54,259.68,241.45,363.52,389.73,314.93,118.36,150.45,122.12
26-May-05,322.34,171.18,283.2,261.17,241.71,364.86,392.69,318.62,119.26,150.91,121.64
27-May-05,326.98,171.77,283.05,261.4,241.14,363.79,393.21,318.16,119.55,151.69,122.11
31-May-05,324.28,170.4,281.11,259.66,239.63,361.47,391.67,315.37,119.56,151.9,122.7
1-Jun-05,330.24,173.02,283.3,261.44,241.73,363.26,395.09,318.8,119.7,153.43,124.53
2-Jun-05,330.45,172.56,283.33,262.94,242.4,363.81,394.39,320.44,120.3,153.23,124.25
3-Jun-05,331.13,171.69,281.69,260.6,240.15,361.54,391.68,316.25,120.12,153.4,124.39
6-Jun-05,332.75,171.71,281.98,261.04,240.45,361.92,392.64,315.99,119.65,153.44,124.66
7-Jun-05,330.33,172.41,282.78,261.47,241.25,362.25,392.45,314.44,119.95,153.85,125.86
8-Jun-05,329.58,171.59,281.48,260.33,240.74,359.6,392.82,314.63,120.25,154,126.79
9-Jun-05,339.08,170.91,281.38,261.46,240.83,361.47,393.81,317.18,120.06,154.19,126.43
10-Jun-05,338.94,172.2,280.9,261.3,240.5,360.13,392.82,314.12,120.78,154.94,126.26
13-Jun-05,339.78,173.32,280.87,262.11,239.9,362.01,392.92,315.34,122,155.5,126.89
14-Jun-05,341.25,173.85,280.5,264.74,240.68,364.88,393.69,313.87,121.65,156.07,128.04
15-Jun-05,345.31,175.29,280.52,264.87,240.62,364.03,394.98,315.22,121.89,155.33,127.8
16-Jun-05,350.64,177.53,280.91,265.65,240.26,365.58,396.32,316.19,121.45,155.07,127.84
17-Jun-05,356.13,177.41,283.43,266.33,240.53,367.54,398.31,316.08,122.06,156.7,129.51
20-Jun-05,356.43,175.36,282.29,266.4,240.33,367.65,398.22,315.96,122.28,157.09,129.32
21-Jun-05,349.18,174.52,281.55,266.35,240.02,366.47,398.74,317.38,121.69,157.16,127.97
22-Jun-05,350.65,174.28,280.31,266.4,239.88,365.57,399.01,318.13,121.57,158.54,127.77
23-Jun-05,349.36,170.42,274.35,262.04,236.97,362.95,394.83,315.9,120.31,159.12,127.34
24-Jun-05,346.65,168.41,272.32,259.89,234.3,361.19,394.28,311.03,119.82,157.93,126.54
27-Jun-05,352.42,167.85,271.81,258.66,234.49,359.73,394.1,308.98,119.73,158.85,126.49
28-Jun-05,347.71,170.19,276.45,262.1,237.4,363.39,397.41,312.25,120.72,160.45,127.19
29-Jun-05,346,169.66,274.91,260.51,236.61,362.62,398.92,312.61,121.46,160.01,127.04
30-Jun-05,343.01,167.01,272.93,259.29,234.58,359.92,396.42,309.82,121.1,160.23,126.93
1-Jul-05,349.52,166.93,273.44,259.59,235.12,359.19,396.77,309.97,121.4,161.75,128.29
5-Jul-05,360.3,167.2,274.18,262.2,236.63,361.35,399.66,312.77,122.26,161.99,129.69
6-Jul-05,353.91,166.5,271.45,260.04,234.45,358.75,397.16,311.96,120.65,159.29,129.13
7-Jul-05,357.8,166.85,272.01,260.54,233.89,358.93,397.91,313.15,120.28,160.48,129.77
8-Jul-05,355.88,170.03,276.53,264.23,236.8,363.35,401.48,318.87,121.42,162.14,131.84
11-Jul-05,358.61,172.47,277.51,266.23,238.29,364.37,403.14,322.32,121.89,163.38,133.79
12-Jul-05,360.87,172,276.2,267.6,238.68,364.32,404.03,324.64,121.59,163.82,134.04
13-Jul-05,359.27,171.54,277.03,267.15,239.63,362.11,405.11,326.46,122.2,164.11,133.38
14-Jul-05,351.22,171.79,279.4,268.19,241.15,363.93,406.93,328.93,122.8,162.52,131.72
15-Jul-05,349.29,171.37,279.31,269.77,240.99,365.33,407.96,329.19,122.81,162.47,132.37
18-Jul-05,348.07,170.92,278.15,269.67,239.88,363.19,403.73,327.41,121.29,162.08,132.92
19-Jul-05,354.52,173.83,280.28,271.27,239.72,363.63,404.02,333.04,121.5,162.59,133.83
20-Jul-05,355.32,176.63,283.19,272.52,240.27,368.45,405.21,332.22,121.81,163.29,134.94
21-Jul-05,350.86,175.79,281.86,271.73,239.38,364.97,403.13,330.01,120.91,160.48,133.05
22-Jul-05,362.6,176.91,282.78,273.39,240.3,364.7,405.29,328.85,121.14,162.02,133.89
25-Jul-05,365.91,175.48,280.64,271.34,239.51,362.42,403.78,327.5,121.04,161.67,134.27
26-Jul-05,364.37,172.84,281.24,273,240.02,363.4,404.22,328.83,121.71,161.82,136.02
27-Jul-05,365.7,174.54,282.41,273.85,240.74,366.91,404.45,330.46,123.84,162.49,136.21
28-Jul-05,367.66,176.61,284.1,276.44,242.85,370.27,405.3,330.32,125.14,163.59,138.44
29-Jul-05,362.63,175.91,281.96,273.76,241.5,368.09,401.6,327.96,124.88,163.52,138.36
1-Aug-05,365.92,175.31,281.62,273.89,240.75,370.25,401.59,328.63,124.64,161.6,137.9
2-Aug-05,371.75,177.58,281.05,275.03,241.74,371.66,404.35,333,124.41,165.08,138.92
3-Aug-05,369.78,178.34,280.83,274.13,241.7,372.16,405.01,334.56,125.29,165.72,138.34
4-Aug-05,369.65,176.52,279.06,271.51,239.87,368.73,402.35,331.39,124.51,164.39,135.5
5-Aug-05,366.93,175.54,277.3,269.37,238.44,365.79,397.6,330.67,123.51,161.48,130.48
8-Aug-05,371.74,175.6,276.89,268.79,237.76,364.33,395.89,328.89,122.35,158.2,125.27
9-Aug-05,371.91,176.46,279.09,271.64,238.41,368.44,398.1,331.02,123.38,159.74,126.83
10-Aug-05,377.34,177,278.12,271.28,238.05,367.7,397.66,326.78,122.95,159.76,127.8
11-Aug-05,381.58,178.58,281.25,272.72,238.71,370.14,399.89,329.36,123.59,160.86,129.34
12-Aug-05,380.77,177.02,279.44,272.07,237.65,367.66,398.11,325.38,122.17,160.35,129.53
15-Aug-05,377.06,176.94,280.35,273.6,239.14,368.06,400.17,327.24,122.09,160.86,130.25
16-Aug-05,368.9,173.87,276.84,268.7,236.59,365.31,398.25,322.75,121.45,158.59,130.96
17-Aug-05,360.81,173.2,277.79,269.77,236.48,366.26,398.15,326.51,121.88,158.17,129.42
18-Aug-05,360.31,172.04,276.61,269,238.76,366.54,398.4,324.39,121.08,158.86,128.25
19-Aug-05,365.74,172.34,277.5,267.62,238.71,363.62,398.89,324.28,121.32,159.84,127.81
22-Aug-05,366.65,172.31,278.13,267.2,239.06,363.37,399.94,325.26,121.54,161.04,128.34
23-Aug-05,366.22,169.55,276.81,266.48,238.8,361.14,397.68,324.69,121.99,162.06,128.25
24-Aug-05,368.02,167.94,274.5,264.3,236.5,359.97,393.62,322.96,120.36,161.19,128.61
25-Aug-05,368.2,167.97,274.85,265.35,236.98,360.68,394.87,323.7,119.95,162.76,129.4
26-Aug-05,363.66,166.97,273.55,263.76,236.36,359.06,391.26,322.72,119.19,162.13,127.98
29-Aug-05,366.12,167.96,274.7,264.63,237.87,362.64,393.33,324.91,119.4,163.05,127.78
30-Aug-05,371.47,166.63,272.44,262.15,236.5,362.1,390.87,324.56,118.93,162.93,128.11
31-Aug-05,381.12,168.26,275.11,264.15,237.75,366.04,393.52,326.95,120.55,164.27,130.93
1-Sep-05,391.38,168.85,273.54,261.55,237.39,365.83,394.75,325.46,120.24,166.54,131.69
2-Sep-05,384.1,168.3,274.03,260.57,237.39,365.9,394.33,324.72,119.48,166.37,131.36
6-Sep-05,386.75,169.52,277.81,264.99,240.31,371.6,398.76,328.94,120.97,168.24,134.38
7-Sep-05,387.52,170.61,278.56,267.25,240.23,374.2,398.94,328.88,120.37,168.1,133.4
8-Sep-05,387.32,169.85,277,264.8,239.3,373.21,396.76,329.58,119.82,166.54,132.89
9-Sep-05,398.17,171.59,278.48,266.61,240.55,374.98,399.65,330.47,120.41,168.53,133.67
12-Sep-05,391.04,172.11,280.19,267.45,240.77,373.7,400.29,330.87,119.86,168.2,132.74
13-Sep-05,387.32,170.15,279.08,263.8,237.7,369.16,398.01,331.03,119.42,167,131.53
14-Sep-05,391.38,170.71,277.06,261.15,236.83,368.43,397.1,328.1,118.74,167.77,131.81
15-Sep-05,391.51,170.42,277.45,261.62,237.64,368.53,397.22,326.74,118.95,169.09,132.56
16-Sep-05,396.3,171.81,279.16,261.87,238.7,371.38,402.91,328.93,120.43,170.68,132.63
19-Sep-05,405.16,170.32,275.36,258.48,237.19,368.59,399.7,326.72,119.18,170.37,131.45
20-Sep-05,402.17,167.85,273.92,253.97,235.45,365.79,397.65,324.74,117.95,169.27,130.58
21-Sep-05,406.88,166.03,272.29,250.14,232.37,364.08,391.11,321.08,116.87,166.74,127.64
22-Sep-05,404.56,166.75,273.17,254.17,234,364.52,393.03,321.68,117.73,165.5,128.12
23-Sep-05,397.76,167.04,274.91,254.78,234.4,364.69,394.03,322.47,117.98,166,128.06
26-Sep-05,404.27,166.89,274.17,254.88,234.03,363.96,393.1,321.87,117.52,166.91,128.29
27-Sep-05,404.51,166.87,275.85,254.24,236.14,362.17,393.25,320.55,116.78,167.38,128.13
28-Sep-05,407.78,167.08,275.79,252.61,236.65,362.24,391.52,322.3,118.08,168.98,126.82
29-Sep-05,410.53,168.12,277.14,254.77,238.64,363.45,397.72,326.06,117.88,170.7,128.65
30-Sep-05,403.96,169.25,278.17,256.41,240.47,363.77,396.7,327.8,118.72,170.43,130.15
3-Oct-05,401.57,168.6,276.7,255.88,240.27,363.49,396.08,328.02,118.06,172.17,130.84
4-Oct-05,387.83,167,273.91,253.97,239.41,365.24,391.8,324.32,117.75,169.37,128.4
5-Oct-05,374.76,163.14,270.67,249.96,237.43,359.43,389.89,319.48,115.57,164.37,126.08
6-Oct-05,367.29,162.21,273.16,250.02,236.46,356.97,390.81,316.51,114.48,162.22,125.61
7-Oct-05,375.02,163.95,275.73,250.34,235.84,356.07,391.29,317.27,113.79,163.83,124.41
10-Oct-05,369.29,162.99,273.93,248.28,234.92,355.65,388.82,314.46,113.51,160.89,122.86
11-Oct-05,376.98,163.17,272.7,247.36,235.12,353.02,386.53,313.22,111.56,161,122.32
12-Oct-05,371.05,161.88,272.24,244.55,234.29,353.53,384.43,311.17,111.42,158.33,120.09
13-Oct-05,362.26,161.59,272.09,245.48,233.38,355.53,386.03,313.11,111.11,154.89,119.85
14-Oct-05,366.99,162.24,274.9,247.88,235.12,357.38,390.03,314.33,111.81,156.45,122.48
17-Oct-05,370.4,163.25,274.74,248.65,237.63,357.03,390.8,314.53,110.89,158.58,123.11
18-Oct-05,354.03,161.51,273.01,245.57,235.65,356.33,388.62,314.03,109.91,155.49,122.06
19-Oct-05,360.92,163.13,276.73,250.35,238.11,360.58,396.29,318.47,110.7,156.06,123.8
20-Oct-05,346.04,161.7,273.56,247.33,235.9,352.64,392.15,316.12,109.86,152.04,121.68
21-Oct-05,348.43,163.27,271.46,246.86,235.76,350.39,394.07,317.21,112.2,153.97,122.8
24-Oct-05,359.9,166.94,275.75,251.43,238.08,353.23,401.65,320.97,114.25,157.96,125.3
25-Oct-05,366.69,166.89,274.6,249.46,237.42,350.99,400.03,318.69,115,158.11,125.05
26-Oct-05,363.15,168.16,272.59,248.11,236.22,346.93,401.68,317.83,114.32,156.07,124.09
27-Oct-05,354.92,166.88,270.07,242.89,234.15,345.18,400.1,313.63,114.03,154.4,122.63
28-Oct-05,363.4,169.64,274.52,247.48,238.2,350.79,406.79,316.31,116.12,157.68,126.9
31-Oct-05,366.02,170.07,274.98,251.24,239.43,352.77,408.51,320.58,116.25,159.46,127.67
1-Nov-05,368.3,170.42,273.97,251.38,237.55,351.01,406.79,318.75,116.46,156.26,124.35
2-Nov-05,374.86,172.39,276.56,255.83,238.63,351.29,410.71,322.53,118.04,157.11,124.87
3-Nov-05,382.02,171.67,278.08,256.07,239.28,353.71,409.68,326.19,116.32,156.79,124.09
4-Nov-05,372.81,171.61,277.99,256.88,239.02,355.2,411.24,328.01,116.97,156.62,123.62
7-Nov-05,366.71,172.32,279.01,258.72,239.57,355.87,414.26,329.54,116.18,156.28,124.44
8-Nov-05,369.01,171.32,277.5,255.59,238.85,354.51,412.56,328.7,116.74,156.05,124.22
9-Nov-05,366.39,171.31,278.05,255.79,239.45,355.3,414.57,328.96,117.15,157.31,125.81
10-Nov-05,356.61,173.48,281.46,259.8,242.1,359.37,422.13,331.09,118.27,156.43,129.11
11-Nov-05,358.66,175.77,282.33,260.53,242.38,360.08,424.29,331.8,118.29,154.96,130.4
14-Nov-05,360.41,177.38,282.65,260.56,241.56,356.75,424.28,331.96,118.67,153.79,129.81
15-Nov-05,360.09,177.25,282.31,256.91,240.41,359.34,420.23,331.38,117.37,154.15,129.74
16-Nov-05,367.43,177.41,283.34,256.34,240.48,358.36,418.55,332.83,117.33,155.3,129.37
17-Nov-05,367.88,179.74,286.02,260.1,240.57,360.4,423.28,337.3,119.36,157.63,131.01
18-Nov-05,369.44,180.21,289.18,261.53,241.09,361.27,425.28,337.9,120.46,157.66,131.64
21-Nov-05,377.34,181.26,291.21,262.73,241.7,361.84,427.5,338.17,120.78,157.99,132.35
22-Nov-05,382.45,181.97,292.25,263.91,243.1,360.17,430.76,340.3,121.68,158.17,134.14
23-Nov-05,381.5,181.17,291.78,265.42,243.93,360.5,434.42,342.33,121.57,159.42,134.79
25-Nov-05,382.58,182.45,292.32,265.47,244.43,361.04,434.93,343.24,122.26,160.22,135.19
28-Nov-05,370.73,181.88,290.57,262.85,243.3,357.32,432.15,341.68,123.02,159.64,133.96
29-Nov-05,370.6,183.77,291.03,262.35,243.27,357.52,431.98,340.98,123.23,159.9,134.09
30-Nov-05,370.95,182.1,290.26,260.78,241.15,355.5,425.94,340.88,121.96,158.37,132.95
1-Dec-05,381.59,185.64,293.38,263.82,242.41,358.79,429.24,346.42,123.33,159.44,134.52
