Date,energy,materials,industrial,cons_discretionary,cons_staple,healthcare,financials,it,telecom,utilities,real_estate
9-Oct-01,212.4,119.11,231.76,205.83,214.63,384.73,323.74,282.14,186.84,161.13,100
10-Oct-01,219.86,122.13,237.77,212.24,217.03,391.11,329.3,292.25,188.55,163.84,99.19
11-Oct-01,218.96,126.1,243.57,219.55,215.23,387.43,333.5,308.68,185.57,164.49,99.74
12-Oct-01,219.07,125.35,241.63,216.73,212.67,388.68,328.67,311.21,183.25,163.94,99.48
15-Oct-01,214.47,124.4,241.74,216.67,211.87,392.98,331.49,307.85,181.48,162.33,100
16-Oct-01,216.44,125.54,241.74,217.88,211.46,393.39,336.53,313.48,178.7,165.63,98.37
17-Oct-01,215.11,123.46,235.46,210.91,210.16,391.16,333.81,299.46,176.92,164.07,97.24
18-Oct-01,208.51,122.67,234.9,208.87,211.43,388.74,330.54,299.88,174,159.01,96.78
19-Oct-01,209.49,122,235,211.89,214.45,390.61,326.7,304.07,173.67,161.32,94.28
22-Oct-01,212.46,125.19,238.03,213.62,216.69,398.22,335.28,312.17,170.56,159.32,91.84
23-Oct-01,211.93,125.84,237.09,215.25,215.64,391.9,335.28,311.62,166.74,156.19,91.35
24-Oct-01,209.86,125.4,237.76,213.4,214.86,390.63,335.01,319.25,167.08,150.64,88.23
25-Oct-01,213.91,126.17,241.62,215.87,215.86,391.81,340.01,328.55,166.89,154.06,89.04
26-Oct-01,218.16,127.44,245.77,217.46,217.12,390.85,341.67,325.4,168.69,153.04,88.59
29-Oct-01,216.96,125.19,237.77,210.26,214.76,387.87,332.11,310.06,167.51,153,90.57
30-Oct-01,210.39,123.52,232.62,205.47,213.2,383.23,329.11,303.44,163.56,150.12,91.9
31-Oct-01,209.52,122.17,233.12,208.07,212.7,380.6,325.55,307.35,162.41,151.43,92.68
1-Nov-01,213.72,124.64,239.45,213.03,215.83,385.04,331.78,321.8,165.35,151.22,94.15
2-Nov-01,209.02,126.33,242.03,215.47,217.37,384.17,334.39,322.88,164.99,148.21,91.67
5-Nov-01,207.6,126.7,246.35,220.21,218.51,384.95,340.16,332.26,166.38,152.23,92.72
6-Nov-01,207.03,128.74,249.79,224.71,219.6,387.95,345.31,343.43,166.83,152.35,94.96
7-Nov-01,207.53,129.33,249.04,222.28,219.32,385.13,347.01,343.5,165.19,150,94.57
8-Nov-01,209.51,128.9,252.01,225.23,216.94,384.05,346.98,341.79,166.6,153.39,94.31
9-Nov-01,214.34,129.43,252.07,226.14,217.19,382.45,345.18,342.42,167.63,154.35,93.07
12-Nov-01,212.51,127.99,248.68,225.34,217.08,382.41,344.65,345.89,165.83,155.21,94.05
13-Nov-01,214.97,131.09,253.97,231.74,218.48,384.73,351.57,357.1,166.44,157.03,95.32
14-Nov-01,204.03,133.36,255.95,236.15,220.12,383.16,353.34,359.15,167.19,153.64,95.8
15-Nov-01,194.96,134.65,258.42,238.15,220.99,384.59,352.28,359,171.96,150.96,97.53
16-Nov-01,197.81,134.15,257.3,235.36,220.79,386.22,348.19,358.2,171.69,151.52,96.26
19-Nov-01,196.9,136.25,260.48,240.39,220.28,390.59,353.34,363.52,172.09,150.63,96.75
20-Nov-01,203.7,135.57,258.23,236.98,219.73,393.56,351.4,351.69,169.76,151.91,95.12
21-Nov-01,202.03,134.58,256.14,234.58,218.46,398.48,349.03,349.46,168.66,148.62,95.93
23-Nov-01,204.84,136.76,259.51,237.74,219.79,399.65,354.73,355.15,169.6,149.76,96.68
26-Nov-01,201.09,135.84,261.43,239.66,218.81,401.86,357.87,362.12,171.18,148.12,96.55
27-Nov-01,200.54,136.01,260.45,236.62,216.03,398.91,356.57,359.77,168.54,148.69,95.8
28-Nov-01,198.39,135.01,254.53,233.42,214.66,395.92,347.72,349.16,166.75,142.81,95.35
29-Nov-01,201.06,134.59,256.43,233.59,216.77,398.06,351.12,359.19,167.17,143.4,96.59
30-Nov-01,200.73,136.35,254.63,236.22,217.31,398.56,348.23,359.73,165.33,142.61,96.91
3-Dec-01,203.14,134.53,250.06,232.8,216.91,399.68,342.88,354.71,166.65,140.72,95.6
4-Dec-01,205.92,135.65,253.76,236.34,217.29,397.72,347.18,366.84,167.18,143.76,97.14
5-Dec-01,209.94,139.85,258.57,245.14,217.65,396.93,353.48,386.36,168.97,144.24,97.08
6-Dec-01,203.17,139.63,259.35,244.03,215.09,396.12,355.53,386.26,169.7,142.35,97.57
7-Dec-01,204.78,136.52,257.76,240.2,214.43,396.58,354.83,378.83,166.31,144.47,97.83
10-Dec-01,201.89,133.84,253.97,233.69,213.24,391.26,349.21,372.7,165.01,140.95,96.91
11-Dec-01,199.19,134.86,254.26,234.49,211.24,384.74,350.5,374.62,164.55,136.31,97.58
12-Dec-01,200.3,133.67,254.46,235.09,212.4,379.19,349.48,378.01,164.45,137.35,95.55
13-Dec-01,196.41,130.74,252.4,233.14,213.81,376.87,344.49,360.16,163.58,138.75,94.32
14-Dec-01,198.91,131.25,253.61,234.35,213.95,378.78,342.52,363.33,164.23,137.06,95.38
17-Dec-01,200.25,132.17,256.92,236.8,215.41,382.11,345.61,367.72,168.74,134.75,96.39
18-Dec-01,201.41,136.05,262.01,237.28,217.14,383.51,349.17,369.59,166.97,137.51,96.2
19-Dec-01,204.75,133.4,265.15,238.37,219.43,386.49,354.85,364.27,167.26,142.72,95.35
20-Dec-01,204.13,132.96,264.33,236.98,219.48,387.83,353.43,350.77,167.54,141.83,95.29
21-Dec-01,205.86,130.91,266.69,239.02,220.81,389.61,351.68,354.76,167.47,141.09,95.62
24-Dec-01,208.3,132.06,266.45,238.77,220.54,389.79,351.29,353.17,166.88,142.4,96.42
26-Dec-01,211.71,132.09,266.41,240.47,220.96,390.07,352.19,355.31,167.15,143.83,97.03
27-Dec-01,212.53,132.63,268.43,242.82,221.25,389.67,354.55,359.1,169.72,145.76,96.49
28-Dec-01,213.5,133.27,268.9,244.83,219.44,390.01,357.86,359.78,170.05,146.3,97.37
31-Dec-01,211.3,132.93,265.77,241.88,218.39,385.59,355.26,352.7,168.11,145.88,97.15
2-Jan-02,211.01,133.16,266.09,241.41,219.13,384.28,354.15,363.03,171.43,147.8,97.43
3-Jan-02,210.05,135.32,265.82,241.55,218.13,381.1,356.07,381.59,173.74,146.47,98.16
4-Jan-02,211.43,138.32,268.28,244.71,216.15,380.44,361.18,384.57,172.57,145.85,97.58
7-Jan-02,210.65,138.22,263.92,245.5,214.51,378.81,358.61,380.21,171.03,146.92,97.37
8-Jan-02,209.76,135.73,262.19,245,214.67,377.8,353.99,383.03,170.22,145.08,96.92
9-Jan-02,208.23,135.23,260.61,241.47,214.05,377.18,355.81,382.14,165.29,144.63,96.67
10-Jan-02,207.96,132.19,260.31,242.08,214.33,381.64,357.46,379.49,166.24,145.19,96.37
11-Jan-02,204.06,131.16,255.87,238.59,214.93,382.85,353.82,374.66,164.81,143.55,96.44
14-Jan-02,203,127.29,254.67,236.41,216,383.13,350.69,370.03,164.02,144.17,97.01
15-Jan-02,206.81,126.93,254.57,237.89,217.66,382.34,357.56,372.14,164.1,144.57,96.67
16-Jan-02,201.92,123.6,248.66,234.01,216.66,381.55,353.17,360.73,161.59,144.15,96.02
17-Jan-02,202.35,124.44,252.12,235.84,218.32,381.1,356.56,371.54,161.72,141.8,95.38
18-Jan-02,200.98,124.2,252.69,234.45,218.62,378.51,355.48,358.14,159.35,141.67,94.9
22-Jan-02,199.71,124.88,252.34,234.19,219.44,384.2,354.92,343.79,155.78,139.43,95.18
23-Jan-02,205.01,126.99,250.67,237.47,218.4,386.99,354.93,349.66,158.61,140.14,95.22
24-Jan-02,206.84,130.15,252.76,237.15,217.21,381.95,356.51,355.5,158.84,140.7,94.26
25-Jan-02,208.35,133.1,256.1,235.09,218.58,379.99,357.66,355.26,157.18,140.41,93.98
28-Jan-02,207.04,132.82,255.39,237.57,219.08,377.88,355.15,357.15,158.25,139.39,93.85
29-Jan-02,201.85,130.99,244.61,233.04,215.39,373.56,339.03,345.56,153.72,135.07,92.73
30-Jan-02,204.17,132.05,247.64,237.03,217.55,377.4,342.9,352.21,151.98,134.92,93.17
31-Jan-02,207.27,135.42,251.67,239.72,220.67,381.61,348.95,357.53,154.42,137.2,92.77
1-Feb-02,208.12,134.61,250.5,237.09,220.83,382.29,345.01,351.75,152.04,138.15,92.77
4-Feb-02,204.22,133.14,240.65,232.24,220.83,374.8,333.55,342.7,145.05,135.53,93.18
5-Feb-02,203.22,131.92,240.09,231.72,222.42,378.01,331.38,339.3,141.28,132.9,92.1
6-Feb-02,205.55,131.83,242.72,230.91,220.77,373.49,328.15,336.45,137.41,130.96,91.35
7-Feb-02,202.2,131.88,243.77,232.18,220.21,370.8,329.98,327.99,141.29,131.93,91.11
8-Feb-02,202.72,134.38,246.18,236.81,219.92,375.22,338.94,332.67,145.28,132.43,91.7
11-Feb-02,205.32,138.37,250.52,241.3,221.16,378.61,341.93,341.95,144.37,133.8,92.48
12-Feb-02,204.01,137.41,248.55,240.23,222.02,382.27,339.83,337.05,143.53,134.86,91.61
13-Feb-02,205.12,138.31,250.55,243.18,223.09,383.42,345.06,342.92,143.72,135.65,91.99
14-Feb-02,206.33,137.53,249.85,243.68,224.09,381.14,345.78,340.21,142.56,135.04,92.47
15-Feb-02,206.84,139.07,248.32,240.28,225.66,382.04,339.37,329.38,140.99,133.1,93.33
19-Feb-02,204.74,136.44,244.83,236.07,223.72,376.88,330.67,319.04,138.85,131.45,91.68
20-Feb-02,204.78,138.19,249.87,239.69,226.72,383.19,335.56,321.88,142.05,130.96,92.9
21-Feb-02,206.39,139.19,249.24,237.15,224.46,380.26,330.47,306.14,137.6,130.74,91.99
22-Feb-02,212.74,140.58,251.31,238.46,228.77,383.32,330.12,306.78,139.95,132.22,93.46
25-Feb-02,215.24,141.14,257.46,242.47,231.2,382.03,338.2,317.87,144.36,131.92,93.86
26-Feb-02,214.14,141.79,257.23,243.77,230.55,381.81,339.39,315.83,144.09,133.7,93.48
27-Feb-02,214.54,142.2,258.69,243.14,229.45,383.7,341.98,311.92,144.62,134.37,93.65
28-Feb-02,215.44,142.17,257.5,242.59,229.47,382.58,343.38,307.34,144.47,133.54,93.31
1-Mar-02,218.68,144.1,263.65,246.93,232.8,388.1,347.65,324.66,147.2,135.99,94.14
4-Mar-02,221.78,148.46,271.54,250.69,231.34,388.87,359.1,336.27,147.56,138.87,95.25
5-Mar-02,221.19,144.34,268.47,245.61,229,382.15,359.35,338.99,146.31,141.79,96.57
6-Mar-02,225.39,146.88,274.9,248.34,229.72,387.69,365.11,341.7,150.37,144.67,97.08
7-Mar-02,225.38,146.08,272,248.74,227.95,387.05,362.45,340.02,148.81,145.67,97
8-Mar-02,224.19,144.75,272.18,250.88,228.51,384.72,364.05,350.59,148.61,145.25,96.81
11-Mar-02,227.46,145.39,274.83,251.23,228.1,385.85,366.08,349.26,149.33,146,96.12
12-Mar-02,229.73,145.93,273.59,250.58,230.12,387.39,367.02,342.26,148.5,144.67,96.39
13-Mar-02,227.17,143.78,268.81,249.43,228.81,390.26,363.91,333.37,147.11,143.33,95.81
14-Mar-02,226.92,145.49,269.26,249.46,229.6,390.4,364.53,329.99,145.99,143.39,97.04
15-Mar-02,229.09,147.08,269.61,253.93,232.76,394.86,371.59,332.33,146.65,143.8,97.09
18-Mar-02,230.47,147.48,269.35,254.82,232.15,393.04,369.52,332.62,146.67,145.72,96.47
19-Mar-02,231.51,148.87,270.67,255.39,234.65,393.19,371.4,334.27,145.99,146.34,96.71
20-Mar-02,229.19,148.39,266.44,253.66,233.8,384.24,365.19,323.36,145.04,146.37,96.46
21-Mar-02,229.45,145.91,261.51,250.37,235.4,386.22,365.17,331,144.52,150.18,97.08
22-Mar-02,226.45,144.65,261.85,249.23,236.74,385.86,365.66,326.5,141.92,149.41,96.95
25-Mar-02,224.14,143.11,256.56,245.49,235.23,381.67,359.73,319.11,140.53,148.79,96.66
26-Mar-02,226.83,145.31,258.99,245.34,237.42,381.78,363.21,321.46,140.76,147.43,96.6
27-Mar-02,230.05,147.9,260.87,247.2,237.2,382.46,367.03,320.89,140.11,149.44,96.84
28-Mar-02,229.74,146.84,261.35,246.95,236.99,383.14,365.79,326.35,141.35,149.43,96.29
1-Apr-02,230.43,146.13,260.18,243.65,236.67,384.16,363.75,331.54,140.55,149.06,96.82
2-Apr-02,232.72,145.57,258.6,240.94,236.65,381.45,364.89,318.49,139.67,150.4,97.27
3-Apr-02,228.87,143.31,255.01,238.83,234.75,379.6,361.18,314.16,139.94,149.05,96.95
4-Apr-02,224.75,141.67,257.77,241.09,237.15,371.99,363.41,315.6,139.94,149.28,97.42
5-Apr-02,222.25,143.7,258.29,243.24,236.73,368.39,365.64,309.15,138.62,148.57,98.14
8-Apr-02,225.15,143.79,258.6,245.15,237.85,369.01,366.99,308.06,136.36,149.18,99.07
9-Apr-02,222.52,143.79,257.99,245.99,238.9,368.3,369.08,297.99,130.81,147.86,99.26
10-Apr-02,224.83,147.22,262.61,248.04,243.14,373.99,370.21,301.61,130.94,150.09,100.32
11-Apr-02,221.84,145.65,251.27,243.22,240.81,369.19,360.78,292.54,124.26,147.45,99.62
12-Apr-02,215.17,145.21,252.23,246.62,241.79,370.69,364.88,297.26,126.93,147.38,100.82
15-Apr-02,218.78,143.98,246.08,244.95,238.95,371.23,359.93,296.39,125.37,145.54,99.75
16-Apr-02,222.45,146.79,251.25,247.85,241.53,375.43,367.6,310.39,135.18,147.8,98.56
17-Apr-02,223.98,147.17,249.76,246.62,239.97,370.02,369.32,310.78,134.76,149.78,97.48
18-Apr-02,224.9,145.53,248.54,245.84,239.11,376.19,367.78,309.02,132.07,150.55,97.73
19-Apr-02,225.75,145.98,248.08,247.29,241.44,375.47,367.91,309.01,128.75,150.95,96.43
22-Apr-02,222.71,142.09,243.51,243.7,242.15,370.82,362.75,302.49,121.99,150.88,94.64
23-Apr-02,221.96,140.6,243.16,244.19,242.62,365.75,360.9,295.63,122.59,152.22,93.77
24-Apr-02,217.4,139.58,241.83,243.01,242.18,364.79,359.17,290.34,123.33,151.1,94.03
25-Apr-02,219.29,138.87,239.32,243.16,241.39,366.41,355.75,292.23,124.54,147.33,93.87
26-Apr-02,217.27,139.4,236.06,239.13,240.14,363.52,353.97,281.59,122.05,144.66,93.63
29-Apr-02,216.67,136.96,231.56,235.68,239.93,357.86,350.98,282.5,116.72,144.39,93.46
30-Apr-02,218.01,139.76,236.87,236.88,241.38,359.14,355.53,285.9,118.82,146.44,94.13
1-May-02,220.75,140.26,238.52,240.68,244.96,364.31,357.49,283.97,123.24,145.91,95.32
2-May-02,222.61,142.82,239.23,240.2,246.91,362.92,361.37,275.36,121.8,145.17,96.44
3-May-02,223.19,143.47,238.87,237.3,245.14,359.06,359.27,267.01,119.01,145.04,95.97
6-May-02,215.9,142.62,233.05,232.12,244.77,353.85,351.36,259.93,117.02,144.1,95.08
7-May-02,215.8,143.86,233.12,234.41,244.28,347.5,349.45,260.28,116.04,141.36,95.01
8-May-02,220.55,145.35,242.93,239.24,244.31,357.05,359.48,290.84,121.18,142.46,95.16
9-May-02,217.77,145.74,237.7,236.74,244.09,352.53,356.01,280.93,118.73,141.46,94
10-May-02,216.99,144.92,233.36,232.41,243.94,349.22,350.83,270.51,114.34,138.76,93.99
13-May-02,222.11,146.03,235.51,235.71,246.03,352.94,356.8,283.03,118.35,138.05,94.42
14-May-02,223.39,148.03,240.94,243.45,244.93,357.99,362.44,297.16,121.34,138.93,95.71
15-May-02,219.25,148.36,240.3,243.87,243.27,351.45,361.15,296.67,122.04,136.79,96.27
16-May-02,222.09,147.67,242.53,245.36,244.73,348.48,364.64,300.83,125.63,133.59,96.05
17-May-02,221.22,148.35,246.91,247.4,244.95,356.81,366.62,303.02,124.24,131.84,96.44
20-May-02,218.69,147.35,243.21,245.72,242.71,353.17,360.04,295.11,122.62,134.69,96.34
21-May-02,218.17,147.41,240.06,240.74,241.22,350.69,357.66,287.02,123.44,135.57,95.59
22-May-02,221.46,148,240.34,239.95,243.75,353.06,357.68,290.37,124.24,139.16,95.49
23-May-02,223.48,150.05,245.19,241.02,243.86,357.21,361.13,293.07,127.55,140.36,96.79
24-May-02,220.85,148.49,242.46,239.8,241.77,352.41,358.56,285.44,124.7,140.14,97.18
28-May-02,219.04,147.64,239.6,236.52,239.21,351.23,354.65,282.87,125.97,139.57,97.68
29-May-02,219.85,146.34,236.73,235.46,239.34,352.42,354.6,276.6,124.24,134.99,97.65
30-May-02,215.88,145.16,236.14,233.7,240.27,351.93,353.07,278.98,123.76,133.08,97.13
31-May-02,218.21,146.21,237.21,236.3,243.36,351.7,354.35,274.82,123.14,132.79,97.18
3-Jun-02,214,143.42,229.53,231.75,240.31,342.11,346.68,265.07,120.15,127.67,96.72
4-Jun-02,213.84,142.64,228.56,229.93,240.71,339.54,344.4,270.91,121,129.48,97.27
5-Jun-02,214.01,144.34,231.19,232.73,243.8,342.13,347.39,274.6,120.83,127.6,96.57
6-Jun-02,212.29,141.95,226.75,228.52,239.96,333.74,341.19,268.24,116.56,124.35,96.12
7-Jun-02,214.09,141.92,227.48,229.25,239.91,335.07,341.51,261.01,117.8,123.95,95.71
10-Jun-02,210.95,142.28,228.46,231.81,239.88,340.08,343.65,259.39,116.87,124.14,96.8
11-Jun-02,209.62,140.47,225.73,229.73,239.2,328.1,337.17,253.79,113.91,123.43,96.88
12-Jun-02,211.71,141.56,227.95,228.58,240.69,326.46,338.62,260.51,114.99,124.69,96.99
13-Jun-02,211.23,139.62,226.4,225.08,238.48,327.94,331.32,256.09,113.96,125.91,97.29
14-Jun-02,210.37,138.93,224.78,223.52,237.07,328.13,334.26,256.16,111.2,124.8,96.93
17-Jun-02,215.92,141.44,230.73,229.54,240.49,335.97,348.9,264.84,113.8,126.9,97.77
18-Jun-02,215.19,142.43,232.98,229.92,240.01,336.72,350.23,262.09,113.94,128.1,96.38
19-Jun-02,212.15,141.6,230.01,227.96,239.45,333.99,345.68,250.32,108.19,126.81,96.23
20-Jun-02,213.4,142.31,228.13,222.49,239.52,329.82,339.75,243.6,107.34,124.25,96.6
21-Jun-02,211.91,139.79,223.56,218.08,236.79,318.68,336.24,237.23,108.32,124.84,96.63
24-Jun-02,213.61,140.51,224.91,219.74,233.67,319.44,336.23,242.8,107.06,122.62,96.46
25-Jun-02,212.42,140.73,219.66,216.98,227.94,314.82,333.47,234.77,104.23,121.59,97.26
26-Jun-02,212.26,139.45,220.09,214.47,229.08,319.95,326.99,236.68,102.66,120.31,95.96
27-Jun-02,215.14,141.28,223.89,216.95,230.27,327.59,334.95,242.24,104.47,120.57,96.5
28-Jun-02,217.58,142.94,223.29,217.17,228.52,319.2,336.94,241.37,107.67,122.93,97.62
1-Jul-02,216.45,142.46,219.47,211.12,230.6,308.78,331.58,230.24,103.84,120.51,96.12
2-Jul-02,212.57,138.74,215.48,206.47,228.49,300.86,326.08,222.68,100.92,117.84,94.91
3-Jul-02,212.43,138.28,215.01,211.01,226.64,301.34,323.1,231.5,103.46,117.04,94.08
5-Jul-02,217.48,142.07,224.53,218.44,230.02,312.63,334.92,246.36,106.78,118.3,94.85
8-Jul-02,215.79,141.5,221.41,215.24,231.15,308.57,333.68,236.73,106.58,117.17,93.82
9-Jul-02,212.89,140.11,216.42,210.59,225.78,294.29,324.6,233.27,104,113.58,92.91
10-Jul-02,203.65,136.09,208.94,203.19,221.05,279.77,314.21,227.07,102.21,107.33,90.96
11-Jul-02,198.77,134.1,209.53,203.21,217.13,285.22,317.21,234.62,105.31,110.83,89.47
12-Jul-02,195.89,133.27,210.45,199.91,212.51,288.61,314.52,235.76,103.07,107.14,88.84
15-Jul-02,190.92,130.08,208.43,199.81,211.53,283.53,313.25,240.92,103.11,108.68,87.78
16-Jul-02,187.66,127.84,204.02,192.19,206.37,281.99,308.25,237.9,102.98,105.43,88.14
17-Jul-02,189.97,128.58,206.91,191.22,208.3,288.4,305.75,241.24,101.69,104.26,86.85
18-Jul-02,187.69,126.62,201.36,187.99,203.17,274.78,295.43,236.12,99.54,101.04,84.93
19-Jul-02,176.09,120.98,193.46,180.71,192.5,264.01,288.94,228.63,95.15,95.77,82.34
22-Jul-02,164.78,115.78,187.75,176.08,194.58,257.95,278.57,218.69,85.82,93.8,81.32
23-Jul-02,163.83,114.22,184.5,173.37,196.37,256.94,263.63,208.8,81.27,85.73,79.44
24-Jul-02,176.61,121.96,194.15,184.33,204.76,273.22,278.5,220.05,83.36,93.32,80.31
25-Jul-02,175.53,124.57,194.64,180.51,208.68,282.24,277.65,204.91,83.82,96.47,81.36
26-Jul-02,179.65,125,198.81,182.92,209.59,289.31,285.4,207.16,84.25,94.9,84.39
29-Jul-02,188.1,132.02,211.08,193.21,216.64,301.55,303.93,221.66,87.75,96.4,89.18
30-Jul-02,185.77,126.79,213.28,192.68,213.76,304.53,305.07,224.7,88.58,103.97,89.68
31-Jul-02,189.85,126.83,213.72,191.61,217.94,312.25,309.68,221.23,93.67,105.54,89.71
1-Aug-02,176.64,126.44,209.3,185.55,216.08,302.81,302.69,210.21,90.91,103.29,88.3
2-Aug-02,175.16,120.71,201.46,177.68,216.09,301.45,294.19,203.96,91.19,101.09,87.39
5-Aug-02,168.87,117.07,194.42,172.57,212.6,289.14,283.15,195.94,86.16,99.78,85.81
6-Aug-02,174.47,121.37,201.88,178.64,213.15,295.09,292.01,205.73,86.55,103.17,85.98
7-Aug-02,177.7,124.03,206.55,181.09,217.04,305.66,296.32,211.12,85.75,104.1,87.57
8-Aug-02,185.62,126.79,212.8,182.64,222.3,316.36,310.85,219.21,88.54,105.58,88
9-Aug-02,187.88,128.37,213.33,183.47,223.39,315.88,314.4,216.8,89.18,106.2,86.39
12-Aug-02,187.18,127.42,211.95,180.78,222.72,316.33,311.15,215.94,89.31,108.09,86.72
13-Aug-02,183.82,125.52,205.98,178.91,221.29,306.22,303.6,210.41,87.87,105.21,85.48
14-Aug-02,190.84,127.41,210.76,188.13,227.81,317.22,314.94,224.33,92.55,108.18,86.5
15-Aug-02,195.17,126.97,213.1,196.25,226.28,318.3,318.3,226.71,92.21,108.21,87.22
16-Aug-02,193.18,124.68,212.44,195.16,225.71,315.16,316.24,231.53,95.14,106.46,88.2
19-Aug-02,194.18,127.36,218.06,201.15,226.71,320.3,324.69,239.68,99.35,108.15,88.12
20-Aug-02,189.16,125.5,215.4,199.6,225.45,317.04,319.83,234.52,95.76,108.37,88.15
21-Aug-02,190.77,126.57,217.26,202.89,225.79,321.86,321.26,240.41,98.46,111.5,88.61
22-Aug-02,195.18,128.17,219.63,205.17,226.25,331.36,325.29,243.37,99.1,113.32,88.71
23-Aug-02,191.97,126.14,215.25,199.83,223.31,324.2,318.63,234.71,96.1,111.47,88.93
26-Aug-02,194.52,128,215.62,201.02,223.63,326.7,322.44,235.28,97.85,113.66,89.81
27-Aug-02,194.34,128.2,215.1,197.81,223.27,318.38,319.8,227.22,96.54,111.89,90.19
28-Aug-02,189.27,124.49,211.2,195.22,221.16,315.22,313.65,220.38,93.81,111.19,91.14
29-Aug-02,187.6,124.53,208.51,196.57,218.34,315.11,314.68,223.6,94.02,109.67,90.31
30-Aug-02,188.98,125.93,208.83,196.53,220.03,315.56,315.43,218.48,92.02,108.8,90.79
3-Sep-02,180.1,121.99,200.64,189.29,215.2,302.13,299.97,208.63,86.24,105,89.2
4-Sep-02,180.92,122.77,203.62,192.94,216.28,310.17,305.35,213.74,89.27,104.76,89.57
5-Sep-02,180.63,119.16,199.37,189.63,216.57,307.26,300.91,205.88,87.33,104.46,89.37
6-Sep-02,183.63,122.03,202.47,196.28,216.43,306.66,305.19,213.72,89.45,104.24,89.47
9-Sep-02,182.73,123.11,204.46,197.81,219.64,310.09,310.05,215.57,90.41,103.91,89.47
10-Sep-02,186.6,124.42,206.05,200.87,220.56,312.2,307.61,220.24,92.06,101.5,89.35
11-Sep-02,185.77,125.15,206.35,200.83,220.49,312.38,306.38,219.19,94.84,101.9,89.13
12-Sep-02,181.25,122.55,202.4,195.41,216.76,306.71,297.98,210.97,92.86,98.94,88.39
13-Sep-02,183.02,121.47,197.96,198,218.31,308.22,300.01,212.19,92.02,100.65,89.12
16-Sep-02,184.5,120.79,200.09,198.74,221.13,310.16,299.41,208.86,91.91,99.6,88.71
17-Sep-02,177.97,118.48,197.58,195.84,215.42,303.43,293.15,205.6,91.1,95.95,88.13
18-Sep-02,178.37,117.59,195.73,195.54,214.79,304.18,290.54,202.74,90.29,98.52,86.91
19-Sep-02,174.16,114.74,191.69,189.94,209.16,295.62,280.37,194.36,86.76,96.66,85.64
20-Sep-02,175.14,117.08,192.96,191.95,208.8,296.54,279.49,194.31,87.29,94.69,87.14
23-Sep-02,174.38,114.67,190.54,186.52,207.95,294.34,279.18,187.68,86.42,91.91,86.21
24-Sep-02,170.3,110.18,186.09,183.02,204.85,293.59,273.08,186.01,84.17,89.18,85.28
25-Sep-02,174.15,112.91,190.52,186.95,207.23,302.51,278.9,194.31,84.86,91.56,85.01
26-Sep-02,181.75,114.25,192.82,192.29,211.59,307.89,287.27,190.93,85.26,95.1,85.12
27-Sep-02,176.59,110.87,185,185.62,205.18,296.02,278.56,187.23,80.99,93.42,83.81
30-Sep-02,172.62,109.47,183.41,179.51,203.53,295.07,278.01,180.12,79,94.42,83.37
1-Oct-02,180.61,115.93,191.61,184.56,209.48,304.42,290.36,189.69,83.4,96.39,83.66
2-Oct-02,176.49,110.07,184.55,180.98,206.97,303.35,279.19,185.45,82.27,94.25,81.85
3-Oct-02,178.49,109.92,183.41,178.99,207.44,303.11,267.65,181.96,86.57,92.81,82.28
4-Oct-02,176.06,108.18,178.51,177.23,205.02,294.39,259.79,176.25,86.76,88.99,80.56
7-Oct-02,174.96,105.38,173.55,170.25,204.95,293.9,251.18,174.73,84.26,88.35,77.43
8-Oct-02,172.96,106.9,175.74,174.25,209.02,302,261.59,174.76,82.61,84.54,76.58
9-Oct-02,170.65,102.55,168.76,167.91,206.85,298.03,250.24,172.88,82.06,77.27,74.19
10-Oct-02,175.33,107.15,175.22,172.46,207.38,302.46,264,182.08,85.94,83.04,77.66
11-Oct-02,178.58,112.09,183.56,180.89,210.7,306.35,277.24,193.57,90.85,84.19,80.15
14-Oct-02,182.01,111.52,182.63,181.65,213.69,313.59,278.59,194.34,90.6,83.36,78.77
15-Oct-02,188.05,117.26,191.74,191.41,215.79,320.6,298.99,208.33,94.84,84.02,81.55
16-Oct-02,184.5,114.24,187.16,187.74,210.95,319.81,294.06,194.34,92.99,80.65,80.5
17-Oct-02,188.52,117.63,192.95,189.09,211.5,323.73,302.46,202.91,96.11,82.15,82.05
18-Oct-02,188.27,117.01,192.06,191.44,213.65,324.84,302.78,206.79,97.23,82.86,81.34
21-Oct-02,188.21,120.65,197.6,195.72,218.79,324.98,306.63,211.6,98.48,87.84,81.53
22-Oct-02,183.35,118.19,195.08,194.59,215.18,320.48,304.08,207.8,103.62,86.21,79.73
23-Oct-02,185.51,117.71,196.74,197.64,215.05,317.68,304.49,214.42,101.7,88.42,79.44
24-Oct-02,182.77,114.3,193.27,195.07,212.55,312.49,299.25,210.08,102.19,88.37,80.43
25-Oct-02,182.05,117.08,195.12,198.73,213.51,318.84,306.07,217.17,101.91,89.75,82
28-Oct-02,181.28,115.48,192.07,195.11,208.88,316.05,305,215.93,104.75,91.26,80.76
29-Oct-02,174.76,114.8,190.89,195.02,211.99,312.16,302.16,212.42,101.62,90.85,80.17
30-Oct-02,180.39,115.2,191.01,192.01,212.27,315.6,304.73,218.97,105.16,92.72,80.36
31-Oct-02,177.56,114.94,190.37,191.08,210.51,312.4,302.46,220.27,104.18,92.37,80.17
1-Nov-02,182.11,117.39,193.77,193.9,212.18,315.42,306.78,225.97,108.93,93.16,80.48
